comment,source,cleaned_comment,final_label
"Recommend thuê phòng ở đây nhé, đẹp, nhân viên nhiệt tình, giặt sấy free, design đẹp. Có ví trí thì ở global city thì đêm về hơi vắng thui :))",agoda,"recommend thuê phòng ở đây nhé , đẹp , nhân_viên nhiệt_tình , giặt sấy free , design đẹp . có ví trí thì ở global city thì đêm về hơi vắng thui",positive
"Mình đã thử trải nghiệm 1 đêm ở đây, tuy nhiên ngoài suy nghĩ của mình. Phòng rất bé cho 1 ng thôi, dịch vụ cá nhân chỉ mỗi bàn chải, ko hề có thêm lược hay tăm bông để khách sử dụng. Tệ hơn nữa phòng lại càng ko có tv, view cũng chẳng có, đóng cửa im ỉm thế thôi, quả thật rất chán so với giá tiền bỏ ra. Thôi 1 lần trải nghiệm này thôi ạ….",agoda,"mình đã thử trải nghiệm 1 đêm ở đây , tuy_nhiên ngoài suy_nghĩ của mình . phòng rất bé cho 1 ng thôi , dịch_vụ cá_nhân chỉ mỗi bàn_chải , không hề có thêm lược hay tăm bông để khách sử_dụng . tệ hơn nữa phòng lại càng không có tv , view cũng chẳng có , đóng_cửa im_ỉm thế thôi , quả_thật rất chán so với giá tiền bỏ ra . thôi 1 lần trải nghiệm này thôi ạ .",negative
Quá thích,agoda,quá thích,positive
"Vị trí tuyệt vời, nhân viên thân thiện, bãi xe rộng rải",agoda,"vị_trí tuyệt_vời , nhân_viên thân_thiện , bãi xe rộng rải",positive
Tuyệt vời không có gì để chê. cảm giác như ở nhà,agoda,tuyệt_vời không có gì để chê . cảm_giác như ở nhà,positive
"Phòng đep, sạch sẽ, phong cách tối giản mà đầy đủ tiện nghi , nhân viên dễ thương nhiệt tình",agoda,"phòng đep , sạch_sẽ , phong_cách tối_giản mà đầy_đủ tiện_nghi , nhân_viên dễ_thương nhiệt_tình",positive
"Giá cả hợp lý, không gian sạch sẽ và đẹp",agoda,"giá_cả hợp_lý , không_gian sạch_sẽ và đẹp",positive
Xinh xắn sạch sẽ phù hợp với nhu cầu của tôi,agoda,xinh_xắn sạch_sẽ phù_hợp với nhu_cầu của tôi,positive
"Khách sạn nhỏ nhưng sạch sẽ và gọn gàng. Phòng không lớn lắm nhưng đủ tiện nghi, có nước nóng, máy lạnh chạy tốt. Nhân viên lễ tân thân thiện, nhiệt tình chỉ chỗ ăn uống gần đó. Vị trí ngay trung tâm nên rất tiện đi lại, tối đi bộ ra phố đi bộ Nguyễn Huệ hay chợ Bến Thành đều gần. So với giá thì mình thấy khá ổn, phù hợp cho ai cần chỗ nghỉ thoải mái mà không cần quá sang trọng.",agoda,"khách_sạn nhỏ nhưng sạch_sẽ và gọn_gàng . phòng không lớn lắm nhưng đủ tiện_nghi , có nước nóng , máy_lạnh chạy tốt . nhân_viên lễ_tân thân_thiện , nhiệt_tình chỉ chỗ ăn_uống gần đó . vị_trí ngay trung_tâm nên rất tiện đi_lại , tối đi bộ ra phố đi bộ nguyễn huệ hay chợ bến thành đều gần . so với giá thì mình thấy khá ổn , phù_hợp cho ai cần chỗ nghỉ thoải_mái mà không cần quá sang_trọng .",positive
"Phòng đúng như hình, khá rộng và sạch sẽ. Giường nằm êm, máy lạnh chạy êm, nước nóng ổn định. Ban đầu mình nghĩ ở trung tâm sẽ ồn, nhưng buổi tối lại khá yên. Nhân viên dễ thương, mình nhờ thêm khăn với nước suối đều hỗ trợ nhanh. Nói chung là trải nghiệm ổn, giá hợp lý.",agoda,"phòng đúng như hình , khá rộng và sạch_sẽ . giường_nằm êm , máy_lạnh chạy êm , nước nóng ổn_định . ban_đầu mình nghĩ ở trung_tâm sẽ ồn , nhưng buổi tối lại khá yên . nhân_viên dễ_thương , mình nhờ thêm khăn với nước suối đều hỗ_trợ nhanh . nói_chung là trải nghiệm ổn , giá hợp_lý .",positive
"Affordable and clean hotel in the city center. The room was a bit small but cozy, everything worked well. Great location — you can easily walk to the main attractions. Staff were kind and spoke basic English, enough to communicate. Overall a pleasant stay!",agoda,"affordable and clean hotel in the city center . the room was a bit small but cozy , everything worked well . great location you can easily walk to the main attractions . staff were kind and spoke basic english , enough to communicate . overall a pleasant stay !",positive
"Nice budget hotel in District 1. The room was clean and had all the basics — air conditioner, hot shower, and a small fridge. The staff were very friendly and always ready to help. Location is super convenient, close to many restaurants and local shops. Good value for the price!",agoda,"nice budget hotel in district 1 . the room was clean and had all the basics air conditioner , hot_shower , and a small fridge . the staff were very friendly and always ready to help . location is super convenient , close to many restaurants and local shops . good value for the price !",positive
"Stayed here for two nights. The place is simple but comfortable and quiet. The reception staff were polite and even helped me book a taxi to the airport. The bed was comfortable, Wi-Fi worked fine, and there’s a convenience store just around the corner. Would recommend for short stays.",agoda,"stayed here for two nights . the place is simple but comfortable and quiet . the reception staff were polite and even helped me book a taxi to the airport . the bed was comfortable , wi - fi worked fine , and theres a convenience store just around the corner . would recommend for short stays .",positive
"Good location and friendly staff. It’s not a fancy hotel but has everything you need for a few nights. Clean room, decent bathroom, and quiet at night. The front desk helped me find a good local restaurant nearby. Would stay again for a quick trip.",agoda,"good location and friendly staff . its not a fancy hotel but has everything you need for a few nights . clean room , decent bathroom , and quiet at night . the front desk helped me find a good local restaurant nearby . would stay again for a quick trip .",positive
"Mình khá ưng chỗ này vì dù là phòng bình dân nhưng nhân viên dọn dẹp hàng ngày rất kỹ. Không gian yên tĩnh, không bị tiếng ồn xe cộ dù ở gần đường lớn. Các bạn lễ tân cũng chỉ cho mình mấy quán ăn ngon gần đó rẻ hơn hẳn ngoài khu du lịch. Đáng để thử nhé mọi người!",agoda,"mình khá ưng chỗ này vì dù là phòng bình_dân nhưng nhân_viên dọn_dẹp hàng ngày rất kỹ . không_gian yên_tĩnh , không bị tiếng ồn xe_cộ dù ở gần đường lớn . các bạn lễ_tân cũng chỉ cho mình mấy quán ăn ngon gần đó rẻ hơn hẳn ngoài khu du_lịch . đáng để thử nhé mọi người !",positive
"Mình ở đây 2 đêm giường êm và yên tĩnh dù nằm trong khu trung tâm. Nhân viên dễ thương, hỗ trợ check-in nhanh và cho gửi hành lý sau khi trả phòng. Gần nhiều quán cà phê và cửa hàng tiện lợi nên khá tiện. Giá hợp lý, phù hợp với du lịch ngắn ngày hoặc công tác nha",agoda,"mình ở đây 2 đêm giường êm và yên_tĩnh dù nằm trong khu trung_tâm . nhân_viên dễ_thương , hỗ_trợ check - in nhanh và cho gửi hành_lý sau khi trả phòng . gần nhiều quán cà_phê và cửa_hàng tiện_lợi nên khá tiện . giá hợp_lý , phù_hợp với du_lịch ngắn ngày hoặc công_tác nha",positive
"Mình ở 1 đêm thôi mà khá ưng. Phòng gọn gàng, có cửa sổ thoáng, không bị bí như vài chỗ khác. Vòi sen mạnh, chăn gối thơm. Gần đó có nhiều quán ăn ngon, đi bộ 5 phút là ra khu trung tâm. Nói chung nếu đi ngắn ngày hoặc công tác thì chỗ này quá tiện",agoda,"mình ở 1 đêm thôi mà khá ưng . phòng gọn_gàng , có cửa_sổ thoáng , không bị bí như vài chỗ khác . vòi_sen mạnh , chăn gối thơm . gần đó có nhiều quán ăn ngon , đi bộ 5 phút là ra khu trung_tâm . nói_chung nếu đi ngắn ngày hoặc công_tác thì chỗ này quá tiện",positive
"Chỗ này mình đặt vì tiện đi lại, gần chỗ làm. Phòng oke, sạch, có bàn làm việc nhỏ đủ dùng. Wifi mạnh, mình họp online cả buổi vẫn ổn. Nhân viên nhiệt tình, nói chuyện dễ thương, check-in cũng nhanh gọn",agoda,"chỗ này mình đặt vì tiện đi_lại , gần chỗ làm . phòng oke , sạch , có bàn làm_việc nhỏ đủ dùng . wifi mạnh , mình họp online cả buổi vẫn ổn . nhân_viên nhiệt_tình , nói_chuyện dễ_thương , check - in cũng nhanh gọn",positive
"The hostel is located centrally which makes traveling in from the airport or out towards very easy. It also gives access to many sights in the city. The rooms were spacey and the bed very comfy. And the area adjacent to it is nice to have breakfast, or any other meal really. And what I really appreciated is that I was able to store my luggage there a few days while I was traveling to another city",agoda,"the hostel is located centrally which makes traveling in from the airport or out towards very easy . it also gives access to many sights in the city . the rooms were spacey and the bed very comfy . and the area adjacent to it is nice to have breakfast , or any other meal really . and what i really appreciated is that i was able to store my luggage there a few days while i was traveling to another city",positive
"The room is simple and basic, but it’s kept very clean. The AC works perfectly and there’s plenty of hot water. For this price range, finding such a comfortable place is a real bargain. I’ll definitely stay here again on my next business trip",agoda,"the room is simple and basic , but its kept very clean . the ac works perfectly and theres plenty of hot_water . for this price range , finding such a comfortable place is a real bargain . ill definitely stay here again on my next business trip",positive
"Phòng ốc không có gì quá đặc biệt nhưng được cái mọi thứ đều hoạt động tốt. Vòi sen nước mạnh, thoát nước nhanh chứ không bị đọng, ga gối trắng tinh sạch sẽ. Với người chỉ cần chỗ nghỉ chân tử tế như mình thì đây là một lựa chọn rất hợp lý trong tầm giá",agoda,"phòng_ốc không có gì quá đặc_biệt nhưng được cái mọi thứ đều hoạt_động tốt . vòi_sen nước mạnh , thoát nước nhanh chứ không bị đọng , ga gối trắng_tinh sạch_sẽ . với người chỉ cần chỗ nghỉ_chân tử_tế như mình thì đây là một lựa_chọn rất hợp_lý trong tầm giá",positive
"Don't expect luxury, but do expect great hospitality. The room was simple but tidy. What I loved most was the location—so easy to get around without spending a fortune",agoda,"dont expect luxury , but do expect great hospitality . the room was simple but tidy . what i loved most was the locationso easy to get around without spending a fortune",positive
"The homestay features an impressive design that
matches the price per night. The room is not very large,
around 25m?, but it's comfortable enough for a night's
stay. It's very clean and well soundproofed. The service is
excellent, with friendly and helpful staff who genuinely
care about customer needs. It's also conveniently located
near many popular spots in the city. I'll definitely return.
这家民宿的设计令人印象深刻，与每晚的价格相符。房间
不大，大约25平方米，但对于住一晚来说非常方便。房间
非常干净且隔音效果很好。服务也很棒，工作人员友好且
乐于助人，他们非常关注顾客的需求。民宿距离城市的许
多著名景点也很近。我一定会再来",agoda,"the homestay features an impressive design that matches the price per night . the room is not very large , around 25m ? , but its comfortable enough for a nights stay . its very clean and well soundproofed . the service is excellent , with friendly and helpful staff who genuinely care about customer needs . its also conveniently located near many popular spots in the city . ill definitely return . 这家民宿的设计令人印象深刻与每晚的价格相符房间 不大大约25平方米但对于住一晚来说非常方便房间 非常干净且隔音效果很好服务也很棒工作人员友好且 乐于助人他们非常关注顾客的需求民宿距离城市的许 多著名景点也很近我一定会再来",positive
"Phòng sạch sẽ, rất ok trong tầm giá. Nhân viên ở đây siêu nhiệt tình, mình có để quên đồ ở đây nhân viên vui vẻ hỗ trợ gói đồ giao tới mình. Với tầm giá này thì quá ok. Sau có dịp sẽ tiếp tục quay lại ủng hộ",agoda,"phòng sạch_sẽ , rất tốt trong tầm giá . nhân_viên ở đây siêu nhiệt_tình , mình có để quên đồ ở đây nhân_viên vui_vẻ hỗ_trợ gói đồ giao tới mình . với tầm giá này thì quá ok . sau có dịp sẽ tiếp_tục quay lại ủng_hộ",positive
"Tien loi, fan san bay, noi an uong. Nhan vien ho tro nhiet tinh, de thuong",agoda,"tien loi , fan san bay , noi an uong . nhan vien ho tro nhiet tinh , de thuong",positive
Tệ,agoda,tệ,negative
"Phòng ốc tệ lắm mọi người ạ, ko ở được",agoda,"phòng_ốc tệ lắm mọi người ạ , không ở được",negative
Phòng không đẹp như trong ảnh và coa thể nguy hiểm,agoda,phòng không đẹp như trong ảnh và coa thể nguy_hiểm,negative
Ok,agoda,tốt,positive
The room looks like a WC with  a bulkhead for a bed. Can not sleep the whole night due to noisy.,agoda,the room looks like a wc with a bulkhead for a bed . can not sleep the whole night due to noisy .,positive
"Khách sạn ở trong vị trí tuyệt vời, ngay trong khu vực backpacker Phạm Ngũ Lão - Đề Thám - Bùi Viện. Có thể tìm bất cứ điều gì bạn muốn trong khu vực này. Chỉ cần băng qua công viên là bạn có thể đến chợ Bến Thành, ga metro số 1. Phòng ở rộng rãi, sáng sủa, đủ tiện nghi cơ bản. Good choice and good value of money.",agoda,"khách_sạn ở trong vị_trí tuyệt_vời , ngay trong khu_vực backpacker phạm ngũ lão - đề thám - bùi viện . có_thể tìm bất_cứ điều gì bạn muốn trong khu_vực này . chỉ cần băng qua công_viên là bạn có_thể đến chợ bến thành , ga metro số 1 . phòng ở rộng_rãi , sáng_sủa , đủ tiện_nghi cơ_bản . good choice and good value of money .",positive
"Thái độ phục vụ tệ vô cùng, nói là nước miễn phí, check out thì phụ phí kêu theo quy định. Treo đầu dê bán thịt chó. TỆ",agoda,"thái_độ phục_vụ tệ vô_cùng , nói là nước miễn_phí , check out thì phụ_phí kêu theo quy_định . treo đầu dê bán thịt chó . tệ",negative
"- Khách sạn gần sân bay, tiện đi lại. Vào trung tâm TP.HCM cũng gần.
- Chỗ gửi xe máy rộng, xe ô tô hẹp.
- Sảnh chờ, hành lang sạch sẽ, có lót thảm 👌
- Thang máy còn hoạt động tốt
- Diện tích phòng vừa đủ, toilet hơi xuống cấp.
- Phòng cách âm tốt
- Điểm trừ: TV không có Youtube, chỉ có đài 😔 Khách sạn cải thiện điều này thì quá oke",agoda,"- khách_sạn gần sân_bay , tiện đi_lại . vào trung_tâm tp . hcm cũng gần . - chỗ gửi xe_máy rộng , xe ô_tô hẹp . - sảnh chờ , hành_lang sạch_sẽ , có lót thảm - thang_máy còn hoạt_động tốt - diện_tích phòng vừa đủ , toilet hơi xuống_cấp . - phòng cách_âm tốt - điểm trừ tv không có youtube , chỉ có đài khách_sạn cải_thiện điều này thì quá tốt",positive
"- Lời khuyên: 
01. Nên book phòng deluxe;
02. Nên mua nước uống sẵn từ các cửa hàng tiện lợi;
03. Đến đúng giờ nhận phòng (14h), nhận phòng trước giá 100k/1h. 
04. Book grab nhớ chỉ rõ cho họ phải rẽ ở đâu, phải lái mới đi ở khu vực sẽ mất nhiều thời gian để tới ks./.
- Khách sạn ưu điểm:
+ 01. Gần sân bay;
+ 02. To đẹp;
+ 03. An toàn;
+ 04. Đảm bảo ngủ nghỉ với giới tính Nam ok (phòng mất chốt trong nên có thẻ có thể mở được từ bên ngoài);
+ 05. Phòng sạch sẽ;
- KS nhược điểm:
+ 01. Thứ nhất là đánh giá trên google khá tệ về mùi dịch vụ. Qua trải nghiệm thực tế thì khách sạn cần đầu tư về hương thơm của phòng, hơi ẩm thấp và hôi;
+ 02. Khách hàng phải chuẩn bị sẵn nước uống;
+ 03. Khách sạn to đẹp nhưng lại vứt chăn ga bừa bộn ngoài sảnh thang máy;
+ 04. Phòng hỏng mất khóa cửa trong nên bất cứ ai có thẻ đều có thể vào phòng./.",agoda,"- lời khuyên 01 . nên book phòng deluxe 02 . nên mua nước uống sẵn từ các cửa_hàng tiện_lợi 03 . đến đúng giờ nhận phòng 14h , nhận phòng trước giá 100k / 1h . 04 . book grab nhớ chỉ rõ cho họ phải rẽ ở đâu , phải lái mới đi_ở khu_vực sẽ mất nhiều thời_gian để tới ks . / . - khách_sạn ưu_điểm 01 . gần sân_bay 02 . to đẹp 03 . an_toàn 04 . đảm_bảo ngủ nghỉ với giới_tính nam tốt phòng mất chốt trong nên có thẻ có_thể mở được từ bên ngoài 05 . phòng",positive
"Vị trí sát sân bay, khu vực yên tĩnh

Mới nhận phòng vào thì khăn chùi chân đã ướt sẵn, nằm ga giường bị ngứa nguyên đêm",agoda,"vị_trí sát sân_bay , khu_vực yên_tĩnh mới nhận phòng vào thì khăn chùi chân đã ướt sẵn , nằm ga giường bị ngứa nguyên đêm",negative
"lần đầu tiên có trải nghiệm tệ về ksan ở SG như vậy. phòng nhỏ thì không nói đến, phòng không có máy sấy, không free nước suối như những ksan khác, chả hiểu lý do gì mỗi lần về phòng là nước trong tủ lạnh cứ bị tràn ra sàn, máy điều hoà có như không có. lúc checkout vội ra sân bay nên mình có để quên 1 túi tóc giả ở ksan, chả biết nv có để ý lúc lên kiểm tra lại phòng hay không nhưng lúc mình về có nhắn hỏi ksan để hỏi thăm thì đến tận bây giờ chả thấy hồi âm. ( để quên đồ cũng là lỗi do mình nên cũng không thể trách ai ). nhưng nói chung tổng quan lại là ngoại trừ gần sân bay ra thì không đáng để trải nghiệm!",agoda,"lần đầu_tiên có trải nghiệm tệ về ksan ở sg như_vậy . phòng nhỏ thì không nói đến , phòng không có máy_sấy , không free nước suối như những ksan khác , chả hiểu lý_do gì mỗi lần về phòng là nước trong tủ_lạnh cứ bị tràn ra sàn , máy điều_hoà có như_không có . lúc checkout vội ra sân_bay nên mình có để quên 1 túi tóc giả ở ksan , chả biết nhân_viên có để_ý lúc lên kiểm_tra lại phòng hay không nhưng lúc mình về có nhắn hỏi ksan để hỏi",negative
"Khách sạn này đáng giá tiền với vị trí thuận tiện và nhân viên thân thiện. Phòng sạch sẽ và giấc ngủ thoải mái.
Đặc biệt, bãi đậu xe rộng rãi và dễ dàng đi bộ đến các điểm du lịch. Mặc dù không có nhiều cửa hàng mua sắm gần khách sạn, nhưng tiện nghi trong phòng đáp ứng đủ nhu cầu của khách. Tổng thể, đây là một lựa chọn tốt cho việc lưu trú gần sân bay.",agoda,"khách_sạn này đáng_giá tiền với vị_trí thuận_tiện và nhân_viên thân_thiện . phòng sạch_sẽ và giấc_ngủ thoải_mái . đặc_biệt , bãi đậu xe rộng_rãi và dễ_dàng đi bộ đến các điểm du_lịch . mặc_dù không có nhiều cửa_hàng mua_sắm gần khách_sạn , nhưng tiện_nghi trong phòng đáp_ứng đủ nhu_cầu của khách . tổng_thể , đây là một lựa_chọn tốt cho việc lưu_trú gần sân_bay .",positive
"Lần đầu đến HCMC mình lựa kĩ lắm mới chọn hotel này
Với giá hơn 350 mà có được phòng này thì quá ổn trong tầm giá
Ngoài việc phòng hơi bé thì ko có gì để chê  bố trí khá ngăn nắp
Phòng sạch sẽ, có nước nóng đầy đủ và rất yên tĩnh vì ở trong hẻm 
Nhân viên thì rất nice, chu đáo nhiệt tình
hi vọng lần tới có dịp gặp lại 🥳",agoda,"lần đầu đến hcmc mình lựa kĩ lắm mới chọn hotel này với giá hơn 350 mà có được phòng này thì quá ổn trong tầm giá ngoài việc phòng hơi bé thì không có gì để chê bố_trí khá ngăn_nắp phòng sạch_sẽ , có nước nóng đầy_đủ và rất yên_tĩnh vì ở trong hẻm nhân_viên thì rất nice , chu_đáo nhiệt_tình hi_vọng lần tới có dịp gặp lại",positive
"Vị trí Ks trong hẻm oto, phòng  Deluxe nhưng hẹp tầm 15m2,  nhà vệ sinh siêu nhỏ, đứng tắm không được,  không có mấy sáy tóc, nước free ko có mà bán 20k/ 1 chai. Chưa bao giờ ờ 1 Ks mà tệ như vậy trong đời",agoda,"vị_trí khách_sạn trong hẻm oto , phòng deluxe nhưng hẹp tầm 15m2 , nhà vệ_sinh siêu nhỏ , đứng tắm không được , không có mấy sáy tóc , nước free không có mà bán 20k / 1 chai . chưa bao_giờ ờ 1 khách_sạn mà tệ như_vậy trong đời",negative
"Mình đặc sai ngày ko hổ trợ 
Đưa ph bình thường quất giá 800k
Còn mjk đặc hôm sau do thanh toán trước 
Mắt lun gần 400k 
Haizzz",agoda,mình đặc sai ngày không hổ trợ đưa ph bình_thường quất giá 800k còn mjk đặc hôm sau do thanh_toán trước_mắt lun gần 400k haiz,negative
"cần thêm máy sấy tóc, miễn phí nước lọc, chứ nước lọc 20k thì khá đắt, những ks khác thường chuẩn bị nước lọc luôn chứ ko bán, máy lạnh rất yếu",agoda,"cần thêm máy_sấy_tóc , miễn_phí nước_lọc , chứ nước_lọc 20k thì khá đắt , những khách_sạn khác_thường chuẩn_bị nước_lọc luôn chứ không bán , máy_lạnh rất yếu",negative
"Mình có thuê phòng với giá gần 600k/ đêm nhưng những trải nghiệm nhận được thì không xứng đáng: không có nước suối, tv có như không: xài ăng ten, máy sấy phải xuống lễ Tân, máy lạnh hơi cũ…. Nói chung với số tiền đó thì dịch vụ bằng nhà nghi. Quá tệ",agoda,"mình có thuê phòng với giá gần 600k / đêm nhưng những trải nghiệm nhận được thì không xứng_đáng không có nước suối , tv có như không xài ăng ten , máy_sấy phải xuống lễ_tân , máy_lạnh hơi cũ . nói_chung với số tiền đó thì dịch_vụ bằng nhà nghi . quá tệ",negative
"Đặt phòng không chuyên nghiệp,  giá cả loạn xạ, không đồng nhất giá với Agoda, không có bất cứ hỗ trợ nào, không cần khách",agoda,"đặt phòng không chuyên_nghiệp , giá_cả loạn_xạ , không đồng_nhất giá với agoda , không có bất_cứ hỗ_trợ nào , không cần khách",negative
"Dịch vụ ở đây rất tệ. Từ xưa đến nay mình đi nhiều nơi nhưng chưa bao giờ mình đánh giá 1 sao cho bất kì cơ sở nào ngoại trừ hôm nay. Phòng ốc trên ảnh và ngoài đời rất khác xa ảnh. Phòng quá chật, xuống cấp từ nội thất tới phòng ốc, nhà vệ sinh thì hư hỏng ko xả bồn cầu đc. Khi đến đây phòng vệ sinh hỏng mình có yêu cầu đổi phòng nhưng khách sạn bảo hết phòng, muốn đổi phải bù thêm tiền? Này đáng nhẽ ks phải hỗ trợ cho khách vì phòng ốc sự cố của bên ks chứ ko phải do khách hàng mà bảo khách bù thêm tiền? Kể cả đi những ks ở nơi khác trường hợp phòng có vấn đề hoặc hết phòng nếu đổi sang phòng đôi họ vẫn hỗ trợ khách giá phòng đơn chứ ko như thế. Điều thứ 2 ko hài lòng ở đây là việc mình book qua app và chuyển khoản đủ tiền phòng 2 ngày. Giờ check in theo đúng quy định của The Blue là 2h chiều và check out là 12h trưa ngày mai. Nhưng mình đến nơi và check out tầm 2h15 ngày hôm sau, khi xuống quầy mình có hỏi : ""trường hợp  mình mới ở 1 ngày hơn thì có hỗ trợ lại chi phí ko ạ?"" Bạn nam lễ tân bảo dạ ko.  Trong khi nhiều nơi khác trường hợp ấy họ sẽ hỗ trợ tính giờ cho khách hàng. Rồi mình có nói mình book ks khác vì mình thấy ko hài lòng về phòng hỏng thì bạn ấy phớt lờ mình ko trả lời và quay sang nc đùa dỡn với 1 bạn nữ khác. Thái độ mình cảm thấy thật sự ko happy. Cuối cùng mình tự xách vali ra về và đón taxi đi. Trải nghiệm quá tệ !",agoda,"dịch_vụ ở đây rất tệ . từ xưa đến nay mình đi nhiều nơi nhưng chưa bao_giờ mình đánh_giá 1 sao cho bất_kì cơ_sở nào ngoại_trừ hôm_nay . phòng_ốc trên ảnh và ngoài đời rất khác xa ảnh . phòng quá chật , xuống_cấp từ nội_thất tới phòng_ốc , nhà vệ_sinh thì hư_hỏng không xả bồn_cầu đc . khi đến đây phòng_vệ_sinh hỏng mình có yêu_cầu đổi phòng nhưng khách_sạn bảo hết phòng , muốn đổi phải bù thêm tiền ? này đáng nhẽ khách_sạn phải hỗ_trợ cho",negative
"Khách sạn gần trung tâm, xung quanh nhiều nhà hàng, cửa hàng tiện ích, đi bộ ra phố đi bộ rất gần. Nhân viên thân thiện, chú bảo vệ luôn mở đóng cửa đón khách. Hành lý cũng được mang lên phòng giúp, sau khi check out giữ đồ miễn phí. Phòng rộng và sạch. Nói chung là tôi rất hài lòng với khách sạn. Xin cám ơn nhiều.",agoda,"khách_sạn gần trung_tâm , xung_quanh nhiều nhà_hàng , cửa_hàng tiện_ích , đi bộ ra phố đi bộ rất gần . nhân_viên thân_thiện , chú bảo_vệ luôn mở đóng_cửa đón khách . hành_lý cũng được mang lên phòng giúp , sau khi check out giữ đồ miễn_phí . phòng rộng và sạch . nói_chung là tôi rất hài_lòng với khách_sạn . xin cám_ơn nhiều .",positive
"Địa điểm thuận tiện.
Phòng tuy nhỏ nhưng sạch sẽ.
Nhân viên lịch sự nhiệt tình.
Điểm trừ là phòng cách âm rất kém, nghe rõ tiếng xả nước hoặc đóng mở cửa phòng bên cạnh, tiếng người đi lại ở hành lang.
Hệ thống nước có vẻ hơi có vấn đề, có lúc k có nước nóng (sau khi gọi lễ tân thì đã được giải quyết ngay), nhưng sáng sớm hôm sau lại không có nước chảy luôn (khoảng 4h sáng).
Thang máy có lúc có trục trặc không hoạt động.",agoda,"địa_điểm thuận_tiện . phòng tuy nhỏ nhưng sạch_sẽ . nhân_viên lịch_sự nhiệt_tình . điểm trừ là phòng cách_âm rất kém , nghe rõ tiếng xả nước hoặc đóng mở_cửa phòng bên cạnh , tiếng người đi_lại ở hành_lang . hệ_thống nước có vẻ hơi có vấn_đề , có lúc không có nước nóng sau khi gọi lễ_tân thì đã được giải_quyết ngay , nhưng sáng sớm_hôm sau lại không có nước chảy luôn khoảng 4h sáng . thang_máy có lúc có trục_trặc không hoạt_động .",neutral
"Tất cả đều tốt tôi rất thích
Chỉ có hai điều tôi không thích lắm
1 ăn sáng rất ít món không có sữa nóng. Không có cà phê Capuchino, cháo trắng nguội 
2 Wifi yếu nhất tôi từng gặp một tiếng chờ vẫn chưa có được Internet 
Nếu hai điều này được thay đổi thì chắc phải cho điểm 10.",agoda,"tất_cả đều tốt tôi rất thích chỉ có hai điều tôi không thích lắm 1 ăn sáng rất ít món không có sữa nóng . không có cà_phê capuchino , cháo trắng nguội 2 wifi yếu nhất tôi từng gặp một tiếng chờ vẫn chưa có được internet nếu hai điều này được thay_đổi thì chắc phải cho điểm 10 .",positive
"Vị trí tốt, ngay sát dinh độc lập, khá yên tĩnh. Nhân viên thân thiện. Phòng sạch sẽ, tiện nghi tiêu chuẩn. Bữa sáng ngon.",agoda,"vị_trí tốt , ngay sát dinh độc_lập , khá yên_tĩnh . nhân_viên thân_thiện . phòng sạch_sẽ , tiện_nghi tiêu_chuẩn . bữa sáng ngon .",positive
"Tôi thích các bạn nhân viên ở Hotel Central Palace… Họ cho tôi cảm giác thân thiện..chu đáo…
Bữa sáng ngon miệng thuần túy Việt Nam. 
Cảm ơn các bạn đã cho tôi cảm giác thoải mái khi đến ở tại đây. Highly recommend 👍",agoda,tôi thích các bạn nhân_viên ở hotel central palace họ cho tôi cảm_giác thân_thiện . . chu_đáo bữa sáng ngon_miệng thuần túy việt_nam . cảm_ơn các bạn đã cho tôi cảm_giác thoải_mái khi đến ở tại đây . highly recommend,positive
"Khách sạn sạch sẽ, nhân viên phục vụ rất vui vẻ nhiệt tình giúp đỡ khách.  Địa điểm thật tuyệt vời, nằm đối diện với Dinh Độc Lập và rất gần chợ Bến Thành và các nhà hàng, quá Bar. Đường phố nhiều cây xanh nên đi lại thuận tiện . Chúng tôi rất hài lòng khi đã book Hotel này qua ứng dụng Agoda. Tôi chắc chắn sẽ trở lại Hotel này cho những lần kế tiếp khi tới HCM City.",agoda,"khách_sạn sạch_sẽ , nhân_viên phục_vụ rất vui_vẻ nhiệt_tình giúp_đỡ khách . địa_điểm thật tuyệt_vời , nằm đối_diện với dinh độc_lập và rất gần chợ bến thành và các nhà_hàng , quá bar . đường_phố nhiều cây_xanh nên đi_lại thuận_tiện . chúng_tôi rất hài_lòng khi đã book hotel này qua ứng_dụng agoda . tôi chắc_chắn sẽ trở_lại hotel này cho những lần kế_tiếp khi tới hcm city .",positive
Had a night flight so I stayed here while waiting. The location is very close to the airport and the staff are friendly. A good place for a short stay.,agoda,had a night flight so i stayed here while waiting . the location is very close to the airport and the staff are friendly . a good place for a short stay .,positive
"Tôi được nâng cấp lên thành phòng lớn 20m2, có ban công. Phòng rộng, phòng vệ sinh sạch. Chỗ nghỉ như vừa mới sửa sang lại nên còn bụi do sửa chữa, cần vệ sinh cho sạch bụi hơn. Tôi hài lòng về chỗ ở này. Giá cũng hợp lý, gần công viên và sân bay.",agoda,"tôi được nâng_cấp lên thành phòng lớn 20m2 , có ban_công . phòng rộng , phòng_vệ_sinh sạch . chỗ nghỉ như vừa_mới sửa_sang lại nên còn bụi do sửa_chữa , cần vệ_sinh cho sạch bụi hơn . tôi hài_lòng về chỗ ở này . giá cũng hợp_lý , gần công_viên và sân_bay .",positive
